Country,Year,Tech Sector,Market Share (%),R&D Investment (in USD),Number of Patents Filed (Annual),Number of Tech Companies,Tech Exports (in USD),Number of Startups,Venture Capital Funding (in USD),Global Innovation Ranking,Internet Penetration (%),5G Network Coverage (%),University Research Collaborations,Top Tech Products Exported,Number of Tech Workers
China,2001,Software,5.826197000210994,42540377600.465645,1140,1104,10263724393.269388,383,20800111184.532024,11,85.72895155617077,53.11263894066106,134,AI Chips,66770
China,2011,Robotics,49.1483170568399,93814443663.35695,3150,1759,9551698374.247635,165,29514796142.228714,16,67.13108216748319,66.58554325099558,113,AI Chips,12465
China,2017,Robotics,29.53265513819941,93194521835.41997,2794,736,42777165652.25326,116,34126979973.081734,5,58.587569330303964,28.31415641553635,132,AI Chips,506687
China,2008,Software,26.306856971473955,90434279137.6066,496,1377,2870608382.758591,118,16025585236.517939,7,43.11020080937408,56.289184237469165,57,5G Equipment,671848
China,2019,Software,45.018120069221176,5417771737.602041,9224,881,8829865376.170193,428,42391833033.89195,6,50.352414837138184,82.21433292241947,108,Cloud Servers,945586
China,2001,Software,41.238063193235014,62761514837.10315,4640,984,198215270875.4936,310,3393267366.830801,4,67.42638849553629,54.56621069293782,138,Cloud Servers,770693
Japan,2012,Biotechnology,25.998844350029415,85897230727.47455,5746,948,197050987006.9933,156,43413446564.7948,1,66.93142650460577,23.862541863883102,40,Cloud Servers,413152
China,2007,Biotechnology,39.26207359323923,77189456096.37796,4838,246,118925031570.28386,84,25202309817.242405,15,97.4852463590245,72.32327998189895,168,Semiconductors,591172
China,2009,Telecommunications,44.847704003223654,69054116438.81995,3697,1396,180666353768.94608,491,47052171300.56726,10,90.43907727675838,58.53466775172977,118,Cloud Servers,519401
Japan,2015,Cloud Computing,20.33877045967307,31546293976.3103,2166,61,68543448594.91393,96,43929871377.15928,8,75.37489045466529,21.726692486624763,11,Cloud Servers,510179
China,2001,Cloud Computing,46.9681626603001,84186975437.72136,3945,1310,26628809774.79398,308,1501031958.179557,3,99.18231111036286,66.86238478196645,121,AI Chips,628731
Japan,2009,Biotechnology,11.609167893899924,29461378000.324894,6109,344,174293568884.95605,266,16118738235.760868,10,91.89416091673564,75.24801075054557,167,5G Equipment,987638
China,2013,Software,23.767847595647165,14819099657.058405,7882,1459,187058203142.0347,459,25365801280.948986,2,52.20440865475565,59.55661596715106,119,Robots,781352
China,2018,Cloud Computing,9.405675459704401,22222150675.45184,7907,1318,81069738600.7338,40,36344925931.60659,19,71.69312470094907,74.14088278710163,174,Cloud Servers,794110
Japan,2004,Telecommunications,14.12122315812444,15887557546.867054,6364,1474,184586418680.63547,221,17362865790.37807,8,43.74443707496357,79.8502573220868,72,5G Equipment,812500
China,2000,Cloud Computing,8.763468794667512,60691659168.35322,1118,1863,162424623720.07266,239,37102166778.28372,6,63.27305615840655,33.60204003763896,188,5G Equipment,996999
Japan,2000,Telecommunications,30.592958827532154,86765825085.17986,9338,786,38013901063.085976,49,24398714621.70595,5,96.43399034339923,50.91867320337037,58,Cloud Servers,881476
Japan,2018,AI,14.359164268642335,40576771308.639854,994,87,39277525206.52093,133,34940518961.07104,7,63.889829971979076,40.838621241737414,26,AI Chips,52150
Japan,2019,AI,14.457588600120198,25725016264.057915,2986,341,79971765864.19415,14,19042272369.239574,12,79.7243647273248,31.25170083475952,140,Semiconductors,917122
Japan,2022,Semiconductor,48.03365078051872,85984114084.03558,9642,883,117102771899.59694,280,19861143555.944363,3,58.70663982965645,62.050932051542524,168,AI Chips,847496
China,2005,AI,26.86523401576179,29049312281.212307,6990,575,189460371294.79388,344,6664445391.050371,1,89.95587844035977,47.87951118249648,163,5G Equipment,123436
China,2007,Cloud Computing,6.932798965673923,43230560949.62922,1439,1133,42760456707.72103,424,48734249533.77364,11,74.78563187812145,73.94970089761608,45,AI Chips,950194
Japan,2016,Semiconductor,23.002272618953775,92482331702.10625,3254,917,181319909815.3089,114,29738387169.419266,1,54.703421455669705,81.35530637757839,79,AI Chips,616889
China,2006,Semiconductor,28.060504893631315,61068412866.579384,3534,651,147587136955.5879,66,45165864334.930695,17,67.53158489860147,49.19303715954919,21,AI Chips,402238
China,2001,Cloud Computing,45.566697513310366,7705938139.279738,5003,1563,146300533900.47107,248,5240983231.439457,6,45.184395294625205,76.19187425252134,82,Robots,803491
China,2017,Telecommunications,45.311104700290144,43822199641.795166,9415,1750,149704405539.49536,226,45281547713.81057,6,85.20570794125612,77.81774011078235,50,Robots,681829
China,2014,Semiconductor,9.348143695584573,80244755036.73376,4062,573,60671938077.90348,158,40339648426.0238,16,99.19913344633022,17.706407825691947,61,Cloud Servers,227785
China,2023,Semiconductor,12.039995582378454,6043838456.530617,7432,1534,192743648842.00363,475,41534979707.12499,19,86.76087545372661,32.692727595894254,162,Robots,959646
Japan,2018,Telecommunications,18.219290992571857,48079988366.87017,5353,258,21800136994.03286,434,49251928861.14249,12,53.31049568031429,20.602757467288306,134,AI Chips,898145
Japan,2002,Telecommunications,49.354647051650346,52804706610.34519,9256,1512,180429018370.26605,295,9699455104.057718,7,62.63427610374642,46.3086645659977,25,Semiconductors,949591
China,2010,Semiconductor,15.166106045408133,23937451351.955814,6840,1086,68450074348.50901,249,945273396.0209986,10,43.11722769058163,56.96249497930711,106,Cloud Servers,348094
China,2017,Semiconductor,40.314769541573725,17405831857.69241,862,1819,103365780564.24007,402,35670600904.05578,8,91.10827097295751,59.64482782792266,74,Semiconductors,932269
Japan,2016,Telecommunications,24.635962426291155,39312177555.97494,770,1043,75811191059.50858,62,30483233952.426964,7,59.23263330531784,16.87870735915947,96,Robots,699067
Japan,2001,AI,20.863927995779342,14315311158.471678,661,1906,77084757336.30638,42,23420096488.58213,1,88.7086266642282,39.84078225587836,30,Semiconductors,734989
China,2012,Software,16.253891261351598,88484398337.9621,3495,158,135036520853.09013,169,425924806.4443835,15,58.92490893564077,11.437137013551064,129,Robots,425337
Japan,2002,Cloud Computing,15.401872696568114,98385644169.69514,6282,496,122534875490.34512,229,2304508909.548993,8,57.99848386996149,53.79130275357332,130,Cloud Servers,352834
Japan,2023,Telecommunications,13.537747695773048,3220028284.69041,4727,948,10696100855.261812,172,19677738783.95907,7,48.95870555423109,55.80629240045995,95,5G Equipment,99585
China,2022,Telecommunications,33.09296203049266,77722324789.46945,6890,269,28151700783.50979,451,35970566750.85063,2,80.90095612411636,24.656754416166304,22,Semiconductors,342184
China,2007,Software,15.40759391024744,21740784345.955143,3966,572,95898063017.98459,331,29917031157.57512,6,73.28035341762808,77.81441343012452,80,Cloud Servers,479214
Japan,2022,Robotics,9.423877954937135,59126113647.80304,5658,1506,71745933065.32191,53,26998679457.560844,4,57.9005435720641,88.42862392990965,123,Cloud Servers,33584
Japan,2023,Robotics,5.33507495227968,23055129216.278355,4329,1551,172233009925.34805,299,28384201157.730568,17,74.59647563535947,73.83534184820519,84,Robots,280848
Japan,2003,Robotics,23.00938081003241,79952628515.15143,9805,1786,102287845643.89917,406,34087778424.33792,3,70.06624984617159,39.61412851599765,123,Semiconductors,765097
China,2009,Biotechnology,30.16778008999088,91306468409.36761,5420,487,13637075133.616247,474,2492957861.898233,4,57.51372568287658,55.92114198428434,6,AI Chips,611937
Japan,2013,Semiconductor,27.11643780828649,92638171698.6419,7224,1490,36733695177.82802,445,48980402079.05892,5,44.18078097778596,65.26960564783222,62,Robots,648708
Japan,2001,Software,45.03449024157128,78329009638.06218,6653,1969,57177885125.05055,288,19938733604.14357,14,88.00395798647921,74.94415834952105,29,Robots,47381
Japan,2018,Telecommunications,24.05469160840272,89184234450.16833,4038,236,14355622486.881296,111,39409390758.12699,5,89.96811209680826,13.761913976539857,161,Cloud Servers,362765
Japan,2022,Robotics,34.671941475426635,48491085030.620636,652,1505,158656371656.65338,427,14024580803.1214,1,75.06437641321077,64.2985504085577,41,Cloud Servers,696205
Japan,2004,Robotics,34.45498068464218,14065764007.030123,9546,351,98742877397.0741,301,28570357859.544106,10,44.92815630199579,52.38154387587591,60,Cloud Servers,249552
China,2022,AI,16.122333865536575,82775307133.44707,1256,590,50376946124.48737,177,17169688860.738214,2,86.37892774484521,74.75709937338561,30,5G Equipment,986440
Japan,2007,Semiconductor,24.025259303906914,22303970021.796394,8688,581,41231556550.06454,203,47654828344.32402,3,52.433979564084304,88.86764730183123,149,Semiconductors,672033
China,2015,Robotics,46.87476949156905,14858493627.176062,9313,899,199611653850.995,244,47835299251.35745,7,94.56503322360183,75.7183268770987,40,5G Equipment,751486
China,2008,AI,34.681965096171155,64276738581.74895,480,353,52287944049.98137,383,36702971792.230064,8,64.99779542579131,15.355001103132517,160,Semiconductors,657867
Japan,2008,Cloud Computing,49.95534376713605,53406178788.38835,5390,1568,183279557328.37372,428,2026356816.099809,6,54.77118671155,23.742230298120024,180,Robots,323273
Japan,2018,Software,6.129882490713363,48560647719.77622,5318,138,160251297202.29318,66,22767838002.704937,1,54.540187415734,30.610030594713933,34,Robots,75533
Japan,2020,Cloud Computing,9.883909903275956,25338754877.143864,3337,1850,123313620100.1035,39,31050112038.99383,19,71.33326495123683,26.48294419657132,4,Robots,90749
China,2013,Telecommunications,41.40763604612254,8207113373.477912,821,242,55845196878.93829,395,31386842092.5765,8,56.522316303941295,34.26153129409269,28,Robots,582568
China,2008,AI,15.634187082387108,46896994924.8262,3027,1477,188380382240.44122,132,24256235687.98065,2,68.15454105837196,76.5134123392503,27,5G Equipment,839822
Japan,2005,Software,47.38077561532647,71734307921.8574,3518,1416,15157556503.82058,212,31490713389.751415,13,47.07649082985034,14.16712998250616,53,Semiconductors,407709
China,2019,AI,43.57756198064728,37774559009.94269,9646,577,137920725855.77075,165,29175469479.163364,16,65.52569124077485,82.2099337561155,63,AI Chips,919439
Japan,2001,Biotechnology,8.411154992437593,32231049109.116898,4872,1193,195578650442.66122,38,34634016907.79443,16,71.58001121363836,78.23469938269116,166,Semiconductors,268472
China,2021,Biotechnology,49.147165590608424,8389135037.8408985,7527,387,198349851349.2674,420,7418057764.766275,4,69.02494969778215,10.802081171445028,69,Robots,756273
Japan,2013,Cloud Computing,33.90590763135,43432749402.6618,7850,592,31881681181.404694,116,17805098969.206627,14,83.33222882396745,32.46673852010363,148,Cloud Servers,366515
China,2002,Software,41.787257992546834,10273954446.766193,6630,269,68517091872.06986,18,14425117148.98382,6,40.07912983460639,12.807133760218097,59,Semiconductors,270377
Japan,2017,Cloud Computing,36.761547497264445,47842975118.249825,7780,1596,34876151915.64276,13,42377818235.22082,17,78.78649123337726,30.41814253151734,67,5G Equipment,108487
Japan,2010,AI,45.34794995697274,9270827566.105402,6090,1353,153388968904.3548,419,25625435728.031517,1,48.85058505761441,18.707208634508852,168,AI Chips,81300
China,2018,Telecommunications,42.926740874558405,80498603211.71696,4331,355,19878541037.230995,426,41998469844.94004,1,84.5382995104278,72.67270618816741,154,Robots,929806
Japan,2011,AI,40.18507784551287,96233607015.0145,8501,1525,125852685707.96765,418,44841849366.11442,7,87.73375214164973,68.55793124393614,166,Robots,535553
China,2012,Biotechnology,33.16277133862985,41218392935.5765,4893,1600,140562528199.04355,75,21622448203.868732,1,48.5793198496643,81.87827442134287,49,Robots,69557
China,2007,Semiconductor,29.347837547594363,96789805473.79167,9895,1370,169250656182.97174,438,1999665883.9263992,8,46.775398488455394,59.83463049881307,153,5G Equipment,785535
Japan,2012,Semiconductor,16.25389435285932,87072865064.98285,2966,1343,126464443736.03941,118,14386880920.170427,17,83.90850367080718,43.083804858999585,43,AI Chips,555006
China,2006,Biotechnology,16.387265153045643,52321977414.59976,199,358,171007278783.95862,164,2644143950.154542,19,99.3856574144148,68.03948481672236,66,Semiconductors,275065
China,2021,Biotechnology,42.006893709902954,23725154932.467426,8828,652,58011644328.97267,480,13273429496.48632,4,42.10728103739804,61.69268115340177,8,AI Chips,932026
China,2003,Software,32.02654484403433,44196692761.10535,6625,1009,60434583938.05824,59,27378904041.670914,16,42.30850462070912,13.385233707500905,24,5G Equipment,584618
Japan,2000,Robotics,38.03566750858357,61606464100.61298,139,954,110144199574.41307,57,41515789254.22414,7,75.08762385301631,42.994139282962145,38,Cloud Servers,565535
Japan,2013,Semiconductor,46.60928461870435,78063592063.73947,3458,1633,180672665987.51428,18,43711419581.366455,11,97.92143166459482,88.62978173695248,178,Cloud Servers,386359
Japan,2006,Robotics,25.283469333750247,33512118902.629227,4127,1075,134188408705.0027,17,28511121248.400726,15,60.03456545960394,34.045694415821345,41,Robots,300401
China,2009,AI,13.465467941303126,76076641495.43425,803,381,114651152734.55247,238,40718959365.05617,11,53.29152861756388,52.971280168875694,78,Semiconductors,527399
Japan,2023,Biotechnology,48.039577879127314,59596238148.1972,4849,1999,66271084985.98806,408,26261422745.77702,18,75.74310355547587,74.59759291168557,136,5G Equipment,593990
Japan,2011,Cloud Computing,30.030960056553653,8506195483.036124,2145,1175,151345629535.35782,495,41899956102.218704,19,67.2380283959863,51.982722057708024,10,Cloud Servers,573560
China,2019,Robotics,23.16351973481284,24744247987.786755,3086,1370,83235731305.38243,265,5736062030.074293,10,49.30840996818221,61.49878703924135,145,Cloud Servers,548782
China,2012,Cloud Computing,11.034305136895089,4195989345.8719344,1770,489,45248240343.90191,127,38762039060.86699,18,61.796071268334124,69.3728459721177,11,Semiconductors,594570
China,2023,AI,5.276837478708232,39528482587.38237,8109,843,75138949167.42514,413,49491295225.96781,2,65.17813210666063,56.07842614662496,62,5G Equipment,38456
Japan,2021,Semiconductor,27.61536734538833,34719934251.15306,6650,1695,182728268402.67987,355,23672150938.6057,6,48.376432392497605,25.261052724077622,86,Cloud Servers,996791
Japan,2011,Cloud Computing,31.00608715450173,66322244769.43269,7614,910,153469954821.6834,330,24240842951.233227,18,45.36549374701248,24.415196709078995,126,5G Equipment,250349
China,2016,AI,38.26567244496886,11179564814.485725,7875,364,175715515731.539,176,23514987703.078976,5,71.19241332625958,33.643824834624795,174,Robots,871616
Japan,2009,Software,6.903529376167868,42625885727.757484,952,1187,58559915755.06669,96,30365095846.80085,15,86.0111034284719,40.24227541279196,108,Semiconductors,583039
Japan,2020,Software,41.0798647541977,13920858269.673315,1163,647,53818525457.29568,89,26642422338.093163,18,51.45361729788182,48.62412399438383,186,5G Equipment,934571
Japan,2002,Biotechnology,19.698746899078646,78028860788.87651,8131,1335,31406531454.65762,271,39442632117.13287,16,99.48280189936753,72.18765724880323,125,Robots,425113
Japan,2021,Robotics,13.399979618416264,77460376311.40846,9987,74,154704159220.79007,125,40277016882.33098,14,76.19411387044751,51.68179453394468,169,Cloud Servers,57721
China,2008,Robotics,31.359989927312135,90779908493.7151,777,819,68447654442.70478,251,29460944320.3786,10,92.59201264426119,13.623473316264985,40,Semiconductors,704480
China,2004,Cloud Computing,31.580556031146138,87209966343.21579,7991,1887,97934699208.68626,47,23672433034.33285,4,48.03251736846585,24.14112855822684,188,Cloud Servers,480343
China,2013,Robotics,11.698742023108217,23318033462.458904,6501,1801,182183753395.93103,356,22060063511.867313,19,60.61816939567836,25.329407914934254,89,Cloud Servers,55468
Japan,2021,Telecommunications,38.06887556279543,24390535215.32159,8834,1558,71519166049.24768,378,41980136592.24305,1,53.826516664171855,47.34208501697073,44,5G Equipment,707381
China,2008,Semiconductor,25.063419409073372,35489247472.62672,6471,894,19558651451.834904,107,31579733069.39674,1,46.41285868448147,36.46171605454889,60,Semiconductors,56903
Japan,2023,Cloud Computing,19.324633474163143,54025306509.95311,6266,1286,160086976692.6814,217,12269135227.524923,14,62.32150712747266,36.57831122050439,79,AI Chips,883120
China,2009,Telecommunications,45.02329092713491,29435187460.484024,2967,1915,115110288167.15994,200,12896175975.57204,2,58.368280417911265,83.01108499743928,25,Robots,61364
Japan,2014,AI,10.507166830605446,40984368979.17001,9204,641,170544211769.25323,294,13902195945.836264,13,86.63052854378509,22.9176471022297,118,AI Chips,655717
Japan,2013,Cloud Computing,10.653719932892965,58830302422.10051,6350,1832,34312025085.895493,491,34279428269.14249,6,76.79801462344858,22.396722480779978,15,Robots,646109
Japan,2014,Telecommunications,21.503697073310974,82224324160.31706,1159,620,188243458496.80048,436,7736933934.781199,5,88.29156595130735,81.51569173281172,17,Cloud Servers,360931
Japan,2015,Telecommunications,21.036750921344883,76086164213.10919,6232,1351,100644915437.90265,311,12443417681.22793,8,79.75587483000488,68.16761434270344,78,Robots,328563
Japan,2004,Robotics,11.188251131640758,74654463032.59726,7268,1258,41866926327.75162,11,45455136964.32218,18,93.45621986666869,72.35450514531605,156,Cloud Servers,552191
Japan,2006,AI,38.43678916419537,66444252693.48767,1692,215,8853195958.630419,452,23973958728.857506,2,85.45238677925059,47.68494237823756,186,AI Chips,133098
China,2002,AI,19.982486829485204,47292236360.61136,2030,1675,121171751640.06097,169,18345680372.80195,17,73.07475364834809,45.7360359423381,83,Cloud Servers,648027
China,2013,Biotechnology,22.95242476484205,66082278403.69661,3872,1707,105698958001.0908,55,39547528982.27468,5,92.26605459995135,33.4429219992181,136,AI Chips,469895
China,2022,Semiconductor,35.563524627926284,42231111003.098434,972,1792,169006798271.64297,196,7947887738.269885,19,85.49493422086199,49.31406386411153,116,5G Equipment,475680
Japan,2011,Robotics,36.44490336430017,45736570205.62422,7723,1685,3389846868.125989,214,9621979843.781315,19,73.8637634620612,26.314348156618887,2,5G Equipment,447970
Japan,2008,Semiconductor,18.90453703154565,53824167233.60144,5825,1127,137456482695.1874,79,16760531582.678377,8,79.86841857200707,23.38191649649188,122,Robots,388128
Japan,2005,Software,45.030891083604686,19577591292.1063,772,1123,91306292039.70876,163,43196221409.24515,8,69.26127307594693,64.95847502102188,175,Robots,803004
China,2005,Robotics,25.425478010326376,87044343120.32117,4293,125,194289804506.37466,408,9199783435.849306,1,89.83714222114398,80.69685379873432,51,Robots,599600
China,2019,AI,33.68593227386255,70442089174.82234,7719,1018,107171740536.628,44,20531929360.032116,10,76.74996886745018,23.22311701498652,61,Robots,107483
Japan,2023,Software,37.55280647848118,55388746768.95088,1284,726,23396753896.231163,201,8076123297.431889,17,51.20892300050108,85.67351240727368,199,AI Chips,836062
China,2011,Semiconductor,5.906133917729326,3017544408.296175,2923,201,57710121464.72126,121,25750431112.216454,11,56.500259449618376,36.915476110303096,15,Robots,302498
China,2013,Semiconductor,24.428629913047857,81110317148.93141,3415,886,183265608616.30435,435,9574718886.15434,9,84.83654811824032,19.236133579581242,70,Robots,329325
China,2006,AI,42.41607809543462,43493211119.67319,9451,521,159551429887.6446,487,20851550741.84091,14,57.236966347521815,62.83746025448345,107,AI Chips,249165
Japan,2016,Semiconductor,38.77553441086368,80611815309.48262,6572,1163,41769841726.55297,56,25045057268.21725,2,98.88775384248362,79.41249993154389,139,Cloud Servers,320824
Japan,2022,Semiconductor,31.54060482111996,70375345907.84827,2684,1691,72033081714.72093,20,35692169092.67608,3,78.56391477066163,24.18239773908106,105,Cloud Servers,767624
China,2008,AI,6.4772970331253745,69897885260.18114,4083,1932,121103797538.14732,169,44009888328.027756,13,67.38309200317255,71.98175270205107,60,5G Equipment,426781
China,2010,AI,7.76931044655926,2429602467.8166695,4470,1575,6570034884.88365,114,17962194702.74586,6,46.9513367227187,60.42195101439121,11,Robots,884824
China,2011,Biotechnology,43.87383001249489,10219177852.551373,5104,790,37928809547.650826,218,6604566181.874063,8,42.58484254089408,39.51539820104724,130,AI Chips,688690
Japan,2016,Software,38.99146082136525,32083574339.81553,8378,510,195077571876.90936,376,4107961598.061698,1,74.17626823292974,43.815417981853074,121,Robots,840321
China,2017,Software,43.71161927474544,63104429240.08432,1911,295,89938080867.24731,199,3757462738.195394,6,60.34846647064718,18.250260058391,29,Cloud Servers,256526
Japan,2009,Biotechnology,46.20310483452784,52009557443.70614,2153,976,119301127496.49458,414,27376746720.22678,19,47.22048604437557,70.1440008170322,52,Cloud Servers,580800
Japan,2015,Semiconductor,39.94768494618111,62253942267.34602,1401,1914,3733100724.258973,122,14915655962.176107,16,77.75746730239504,31.83940036751066,65,AI Chips,664416
Japan,2023,Software,19.243936293650364,49867081531.219284,328,1051,52095410067.03418,280,47668216458.32146,17,51.569944850097315,24.11258454729093,68,AI Chips,382682
Japan,2010,AI,36.477479587849885,48854057436.239006,4637,154,171124546893.0837,133,18374022212.041443,7,95.62694147243505,76.80187621029725,142,Semiconductors,743915
China,2011,Semiconductor,35.70224973347606,95457868719.63264,3207,672,114846931742.25246,150,40375205579.47878,16,84.88573808346737,17.745711730463505,141,AI Chips,907578
Japan,2006,Telecommunications,6.183926793152809,70138544928.47116,2242,1000,177523397092.5681,407,16835854063.354362,9,53.283725415094025,63.77749384726029,137,Semiconductors,174432
China,2011,Biotechnology,21.466635135091607,71024158374.2975,1789,1757,152544997530.2655,355,9885184793.567701,15,72.41192417246808,13.699818224009608,104,AI Chips,516531
China,2004,Cloud Computing,37.693657010202486,31948899133.950054,8383,1559,67160033879.83998,359,45260269012.79905,17,42.914756909089576,35.75235834064589,33,5G Equipment,975361
China,2002,Software,13.168447981407773,33907297855.183006,3948,1745,176454610725.0754,400,284761584.053832,4,99.63250971088237,55.11498319458067,67,AI Chips,103437
China,2022,Software,18.064528781573124,54857926103.390564,5894,446,87121568041.75066,420,48018021955.270325,10,40.370804985686924,85.31495153220246,75,Robots,812681
Japan,2012,Cloud Computing,26.613716720750162,45415213660.41713,2371,907,26773419852.874763,124,7742976270.119831,9,88.24811924888678,53.33920086709594,199,5G Equipment,905957
Japan,2020,AI,10.512855590602442,98161571705.14304,5176,1291,123021072939.5815,476,21766915445.922184,19,58.67400196090543,89.13878791650615,183,5G Equipment,413471
Japan,2021,Robotics,36.40320165824255,40099504780.36044,1873,1889,36413630961.52515,476,26098142838.928127,14,45.38425864219646,75.41676299888604,9,Cloud Servers,968774
Japan,2007,Robotics,16.781899980437426,71079631026.57512,4257,339,84222012230.62222,122,40838978190.6749,1,44.82572742482669,33.51648074450664,175,Cloud Servers,249029
Japan,2015,Robotics,27.105645368498838,52690829489.56596,5282,838,36925219019.46398,467,32468661714.270603,18,55.44460193405717,11.552037877107919,106,AI Chips,925522
China,2014,Cloud Computing,8.655554292373829,51859493246.55792,1521,849,154030347484.68076,111,35435593161.02911,16,97.83088396969305,89.3173613811726,131,AI Chips,345769
Japan,2019,Biotechnology,26.817659912349754,90449563865.82549,2440,999,23080183420.621727,184,15241581865.466957,6,90.68791814702931,62.38083417711702,76,Robots,541419
Japan,2018,Software,43.1126323463032,77731500017.75066,2429,275,17249171722.026367,405,38325554754.393105,19,99.1235918357801,23.246632490502172,58,AI Chips,523058
Japan,2009,Robotics,43.45711822268654,4163242606.139242,3008,1239,89205323456.03532,195,7999629857.44037,9,94.81229799958166,26.563226317671543,154,AI Chips,807257
China,2000,Telecommunications,13.08217568609605,33261489548.347782,1695,1381,178014234834.5473,165,7579755044.067573,16,60.12713022301018,54.79325953941367,79,Cloud Servers,5401
Japan,2004,Robotics,45.481395809287065,9703735846.317358,4042,1548,32201287764.707455,274,12476684231.846027,2,42.38103336391935,67.75067625259553,70,Robots,628176
Japan,2012,Biotechnology,19.21556443573039,68575371278.57737,1569,823,145825002615.95807,59,41808540198.08988,3,92.42446910305219,51.24293930774708,99,Cloud Servers,358171
China,2013,AI,48.49615952581726,34302968262.562798,1379,118,185931126865.39597,33,49813122739.4469,5,91.71912714916118,26.276340883562035,140,Semiconductors,952463
China,2014,Robotics,44.70257248368457,60815692822.78596,8758,742,157482844183.34555,243,24919290176.50369,15,93.03921159810707,79.50159973428055,144,Cloud Servers,325766
Japan,2022,Robotics,27.714618957456917,68428515925.17799,2094,623,39824854084.94193,298,48452243180.5466,16,49.726450222525145,54.6550250997047,154,Robots,523875
Japan,2008,Software,43.45249718549278,22322854842.32661,834,85,26699340688.1994,312,32349710911.925354,7,47.36256738015253,43.25873149620635,156,Robots,84102
China,2013,Cloud Computing,28.186379167421897,34515747113.37035,3275,1608,152119849196.07358,428,15073937089.117939,18,94.72301353688552,74.25342666705444,20,Cloud Servers,388717
Japan,2000,Software,13.832502169076923,85429666348.4437,5376,430,47463614786.89991,285,20755951395.60157,7,80.5437815140171,47.76387461110708,95,Robots,166997
Japan,2004,Biotechnology,24.64021617736436,80254382228.4494,6595,1201,29980260394.583588,384,42382501399.41853,3,47.32438692853503,50.98272598023216,161,Cloud Servers,787489
Japan,2022,Cloud Computing,27.33622086267452,15308341013.138954,3250,76,12180334840.274572,424,18621698409.50064,6,84.31723090008455,32.6378656561668,194,Cloud Servers,419404
China,2008,Biotechnology,23.900648239227582,43680007355.51497,7064,1492,68219213449.04634,378,32340047440.808258,17,80.93998624068657,87.56103820103354,63,AI Chips,444037
Japan,2010,Telecommunications,10.264523266937099,81801229637.79591,4657,871,26015708534.068104,235,29130194303.12675,5,79.82820776959444,59.651669083918605,178,AI Chips,783098
China,2017,Cloud Computing,33.74913453994455,88110207380.9553,4899,1828,58964034354.836624,129,42760333583.88004,13,98.01823227412393,52.85683347641775,34,AI Chips,834397
Japan,2009,Software,46.12892788167329,55868045640.09388,8277,1868,66735446752.356606,307,14079099731.449007,10,92.93480347519481,31.857511998178374,117,Semiconductors,284786
China,2022,AI,26.79469762269195,82091209893.32535,2353,1065,161551971917.62198,28,8846162435.306091,15,72.43994983454746,62.99473460301219,90,5G Equipment,239934
Japan,2011,Robotics,36.799687253130415,5818694715.155474,4988,1749,189266566350.91193,398,42512713644.26106,3,56.65504961523813,68.24391483723622,46,Cloud Servers,411963
Japan,2002,AI,9.337679722035062,69710951738.93472,3885,1481,45985470784.21689,465,15317989050.336065,9,86.84712885934948,85.77120829872892,58,Robots,501980
China,2013,Biotechnology,39.64512229565735,42851997636.94591,3156,836,156511408347.46194,437,31799779401.419662,1,58.06523076338736,54.2909051565373,20,Robots,507164
Japan,2021,Robotics,34.81355692214973,74912801737.04982,4090,1056,87020331822.65013,150,27570343526.32072,16,86.47292111495395,40.16594507189163,34,AI Chips,150838
Japan,2003,Biotechnology,16.825414048064957,43944038627.77907,1385,1041,9890093510.769133,345,40804918005.13367,15,78.40294031812314,82.46933108770659,111,Semiconductors,690499
China,2020,Semiconductor,36.294923651130276,21988380422.816296,4688,1947,171347947854.13443,231,35992279146.14818,10,61.23670103260669,56.261744543198574,198,5G Equipment,612778
China,2004,Cloud Computing,40.5370616148748,20027771760.35904,2856,1433,52223128810.07879,123,16907241757.06239,8,92.57574961042594,55.11566010668636,40,Semiconductors,902919
Japan,2009,Semiconductor,26.70842408496175,11095575119.403698,7815,1602,64486325338.42054,51,1538599091.6482139,1,85.4985261947406,86.46864288697427,88,5G Equipment,8272
Japan,2010,Software,10.824111938345723,81337920974.94669,4502,1678,44150724973.98933,90,14562702618.89438,13,82.29552832733604,44.56867971781058,72,5G Equipment,126711
China,2003,Software,26.49130554073847,17137522092.05818,3621,445,138663446463.68356,378,10515716758.453466,5,77.7455435355327,11.967573122886899,184,AI Chips,605552
China,2005,Cloud Computing,28.86076739074169,46016856370.85506,5345,193,155680003652.77817,397,45045081888.092476,1,71.08066299248358,51.52222625692004,186,Robots,545193
China,2001,Biotechnology,6.025023668615573,97986320152.40161,2398,873,73367547260.29095,85,8748171867.404718,5,49.6213128899288,74.60345759835984,159,Cloud Servers,910399
China,2002,Robotics,23.11008311617926,74786520666.18533,7595,898,135119380986.8191,160,3118670422.299392,10,52.21936151940832,29.729245211258206,32,Semiconductors,155739
China,2011,Semiconductor,22.47593365947152,19484092179.551834,9288,574,178254874309.38724,39,24519926132.413193,15,99.36236132705795,20.531843023823903,59,AI Chips,174042
Japan,2005,Software,42.283608677218005,63780251260.774734,8381,1426,87677302880.65306,29,17569697837.98377,17,96.59084805879057,30.193993541475592,43,Robots,483120
China,2017,Software,22.552435216950478,74984189259.50363,7806,188,68119439405.09783,207,32357518305.36186,14,52.97646902683125,24.85205277373027,161,5G Equipment,731701
